Campaign_ID,Send_Date,Emails_Sent,Emails_Delivered,Unique_Opens,Open_Rate,Total_Clicks,Unique_Clicks,Click_Rate,CTR,Bounces,Bounce_Rate,Unsubscribes,Unsubscribe_Rate,Spam_Complaints,Spam_Rate,Conversions,Conversion_Rate,Revenue,Revenue_Per_Recipient,Audience_ID,Platform
CAM0222,08-07-2024,2948,2537,1047,41.27,444,198,7.8,17.5,411,13.9417,45,1.7737,2,0.0788,53,2.0891,890.63,0.351056,AUD0156,Mailchimp
CAM0101,17-07-2024,6822,6332,1878,29.66,544,260,4.11,8.59,490,7.1826,91,1.4371,15,0.2369,232,3.6639,2967.53,0.468656,AUD0016,Salesforce
CAM0090,27-05-2024,20233,17612,2333,13.25,2151,958,5.44,12.21,2621,12.9541,372,2.1122,111,0.6303,744,4.2244,7794.07,0.442543,AUD0033,HubSpot
CAM0074,05-07-2024,81462,65602,9137,13.93,1383,990,1.51,2.11,15860,19.4692,419,0.6387,263,0.4009,2107,3.2118,9339.55,0.142367,AUD0078,Salesforce
CAM0232,19-08-2024,46600,40453,6609,16.34,6510,2308,5.71,16.09,6147,13.191,841,2.079,293,0.7243,984,2.4325,736.64,0.01821,AUD0241,Klaviyo
CAM0135,17-08-2024,12165,11860,6099,51.42,1055,813,6.85,8.9,305,2.5072,37,0.312,91,0.7673,74,0.6239,183.16,0.015444,AUD0248,Salesforce
CAM0068,29-04-2024,34040,31266,9927,31.75,4674,3059,9.78,14.95,2774,8.1492,61,0.1951,381,1.2186,216,0.6908,3697.67,0.118265,AUD0138,Salesforce
CAM0093,30-09-2024,24107,22958,5569,24.26,2052,1725,7.51,8.94,1149,4.7663,524,2.2824,17,0.074,156,0.6795,2095.93,0.091294,AUD0092,Sendgrid
CAM0218,06-11-2024,11674,9930,5413,54.51,1459,950,9.57,14.69,1744,14.9392,219,2.2054,56,0.5639,270,2.719,734.33,0.073951,AUD0105,Salesforce
CAM0254,25-09-2024,26730,26379,5839,22.14,2966,1098,4.16,11.24,351,1.3131,635,2.4072,257,0.9743,1042,3.9501,2818.2,0.106835,AUD0050,Sendgrid
CAM0076,25-07-2024,8186,8112,4210,51.9,338,120,1.48,4.17,74,0.904,119,1.467,69,0.8506,40,0.4931,496.83,0.061246,AUD0062,HubSpot
CAM0118,01-06-2024,47502,43295,22883,52.85,9413,3835,8.86,21.74,4207,8.8565,1160,2.6793,315,0.7276,1349,3.1158,24023.1,0.55487,AUD0198,HubSpot
CAM0084,04-07-2024,58261,46019,9941,21.6,3861,1603,3.48,8.39,12242,21.0123,943,2.0492,530,1.1517,1544,3.3551,17783.39,0.386436,AUD0111,Mailchimp
CAM0059,10-05-2024,88297,85447,29900,34.99,13450,6014,7.04,15.74,2850,3.2277,1133,1.326,933,1.0919,441,0.5161,5928.08,0.069377,AUD0066,Klaviyo
CAM0287,19-02-2024,42535,36697,18946,51.63,6335,2129,5.8,17.26,5838,13.7252,77,0.2098,355,0.9674,816,2.2236,13914.83,0.379182,AUD0051,Klaviyo
CAM0188,18-06-2024,32995,31903,3794,11.89,2443,1649,5.17,7.66,1092,3.3096,928,2.9088,27,0.0846,127,0.3981,1656.68,0.051929,AUD0036,Mailchimp
CAM0076,22-07-2024,26929,25735,3113,12.1,2605,1214,4.72,10.12,1194,4.4339,79,0.307,193,0.75,113,0.4391,2217.41,0.086163,AUD0166,HubSpot
CAM0150,21-04-2024,98179,90371,12053,13.34,8438,3991,4.42,9.34,7808,7.9528,45,0.0498,131,0.145,516,0.571,6487.04,0.071782,AUD0184,HubSpot
CAM0194,18-07-2024,5490,5332,1985,37.23,684,358,6.71,12.83,158,2.878,56,1.0503,66,1.2378,213,3.9947,3613.37,0.677676,AUD0057,Salesforce
CAM0193,16-05-2024,44012,39629,15941,40.23,4580,1979,4.99,11.56,4383,9.9586,856,2.16,71,0.1792,1525,3.8482,7356.7,0.185639,AUD0211,HubSpot
CAM0084,03-07-2024,22871,19585,8020,40.95,3323,1586,8.1,16.97,3286,14.3675,225,1.1488,32,0.1634,826,4.2175,8344.44,0.426063,AUD0033,Mailchimp
CAM0063,13-01-2024,709,569,226,39.72,34,12,2.11,5.98,140,19.7461,6,1.0545,3,0.5272,3,0.5272,43.43,0.076327,AUD0060,HubSpot
CAM0123,13-02-2024,7562,7129,742,10.41,1087,464,6.51,15.25,433,5.726,29,0.4068,95,1.3326,36,0.505,431.7,0.060555,AUD0009,Salesforce
CAM0231,24-01-2024,66586,53864,18280,33.94,3272,2983,5.54,6.07,12722,19.1061,1513,2.8089,678,1.2587,278,0.5161,2894.67,0.05374,AUD0061,Mailchimp
CAM0216,08-05-2024,23726,22035,3752,17.03,2192,1816,8.24,9.95,1691,7.1272,438,1.9877,201,0.9122,588,2.6685,10400.02,0.471977,AUD0089,Mailchimp
CAM0042,26-08-2024,27937,27674,15394,55.63,3314,2142,7.74,11.98,263,0.9414,800,2.8908,402,1.4526,139,0.5023,431,0.015574,AUD0069,HubSpot
CAM0284,04-12-2024,27549,25056,13553,54.09,3610,1344,5.36,14.41,2493,9.0493,417,1.6643,119,0.4749,158,0.6306,1784.58,0.071224,AUD0202,Mailchimp
CAM0040,26-03-2024,7621,6273,2537,40.44,344,204,3.25,5.48,1348,17.688,127,2.0245,92,1.4666,223,3.5549,4278.78,0.682095,AUD0018,Klaviyo
CAM0286,02-03-2024,66546,59667,24533,41.12,10903,4324,7.25,18.27,6879,10.3372,1019,1.7078,524,0.8782,432,0.724,6198.08,0.103878,AUD0216,HubSpot
CAM0141,25-09-2024,88874,83611,43270,51.75,7245,2689,3.22,8.67,5263,5.9219,2035,2.4339,659,0.7882,260,0.311,866.81,0.010367,AUD0012,HubSpot
CAM0036,25-03-2024,44425,35192,7701,21.88,8313,2802,7.96,23.62,9233,20.7833,727,2.0658,80,0.2273,692,1.9664,10930.12,0.310585,AUD0207,Salesforce
CAM0092,07-07-2024,27238,25658,2483,9.68,2544,2112,8.23,9.92,1580,5.8007,669,2.6074,285,1.1108,176,0.6859,2635.96,0.102734,AUD0015,HubSpot
CAM0222,03-08-2024,74066,63964,22111,34.57,12346,5161,8.07,19.3,10102,13.6392,1339,2.0934,51,0.0797,1810,2.8297,15607.71,0.244008,AUD0138,Mailchimp
CAM0175,12-05-2024,52149,51617,12521,24.26,3041,2965,5.74,5.89,532,1.0202,408,0.7904,482,0.9338,336,0.6509,5869.01,0.113703,AUD0006,HubSpot
CAM0015,25-08-2024,15281,14913,6657,44.64,2490,992,6.65,16.7,368,2.4082,247,1.6563,135,0.9053,580,3.8892,11196.12,0.750762,AUD0134,Sendgrid
CAM0272,05-06-2024,39058,34234,20245,59.14,1208,413,1.21,3.53,4824,12.3509,759,2.2171,64,0.1869,653,1.9075,3880.58,0.113355,AUD0218,Salesforce
CAM0285,09-03-2024,35134,28387,10891,38.37,1377,829,2.92,4.85,6747,19.2036,608,2.1418,68,0.2395,104,0.3664,706.29,0.024881,AUD0219,HubSpot
CAM0284,21-10-2024,2166,2049,830,40.51,278,174,8.49,13.57,117,5.4017,48,2.3426,17,0.8297,6,0.2928,85.8,0.041874,AUD0030,Mailchimp
CAM0284,23-03-2024,69364,57384,10077,17.56,1322,658,1.15,2.3,11980,17.2712,732,1.2756,464,0.8086,195,0.3398,938.61,0.016357,AUD0040,Mailchimp
CAM0106,20-05-2024,7491,6911,1742,25.21,658,227,3.28,9.52,580,7.7426,129,1.8666,49,0.709,38,0.5498,576.33,0.083393,AUD0045,Mailchimp
CAM0100,13-11-2024,85605,66933,28637,42.78,8898,3168,4.73,13.29,18672,21.8118,1245,1.8601,626,0.9353,489,0.7306,6752.97,0.100891,AUD0052,Klaviyo
CAM0074,08-04-2024,42565,36690,18125,49.4,874,578,1.58,2.38,5875,13.8024,801,2.1832,17,0.0463,1172,3.1943,18194.88,0.495908,AUD0108,Salesforce
CAM0265,03-12-2024,67911,64692,20163,31.17,1655,592,0.92,2.56,3219,4.74,399,0.6168,501,0.7744,470,0.7265,1769.17,0.027348,AUD0212,HubSpot
CAM0123,24-12-2024,35756,31988,12987,40.6,1807,800,2.5,5.65,3768,10.5381,217,0.6784,329,1.0285,216,0.6753,973.9,0.030446,AUD0125,Salesforce
CAM0017,19-08-2024,109125,101605,59706,58.76,18322,7990,7.86,18.03,7520,6.8912,2867,2.8217,1140,1.122,2250,2.2145,21273.51,0.209375,AUD0053,Salesforce
CAM0077,26-10-2024,5934,4676,552,11.8,153,102,2.18,3.27,1258,21.1999,12,0.2566,57,1.219,33,0.7057,278.81,0.059626,AUD0057,Mailchimp
CAM0284,14-03-2024,59629,54590,16659,30.52,844,360,0.66,1.55,5039,8.4506,888,1.6267,527,0.9654,315,0.577,4800.99,0.087946,AUD0170,Mailchimp
CAM0042,24-12-2024,38878,30705,16000,52.11,2398,1196,3.9,7.81,8173,21.0222,277,0.9021,316,1.0291,175,0.5699,1048.18,0.034137,AUD0032,HubSpot
CAM0087,19-11-2024,14841,12793,6492,50.75,132,101,0.79,1.03,2048,13.7996,89,0.6957,143,1.1178,84,0.6566,1433.43,0.112048,AUD0049,Salesforce
CAM0235,28-08-2024,19831,19561,3030,15.49,3835,1356,6.93,19.61,270,1.3615,468,2.3925,214,1.094,91,0.4652,1730.33,0.088458,AUD0134,Mailchimp
CAM0257,18-12-2024,73051,70718,10856,15.35,1360,634,0.9,1.92,2333,3.1937,857,1.2119,583,0.8244,1435,2.0292,6595.31,0.093262,AUD0240,Sendgrid
CAM0236,16-09-2024,45569,37618,20724,55.09,4150,3230,8.59,11.03,7951,17.4483,222,0.5901,349,0.9277,933,2.4802,2551.89,0.067837,AUD0003,Sendgrid
CAM0140,04-12-2024,37678,36292,18970,52.27,10149,3396,9.36,27.96,1386,3.6785,511,1.408,300,0.8266,938,2.5846,1701.13,0.046873,AUD0166,Mailchimp
CAM0031,21-03-2024,13371,10996,4199,38.19,1796,1048,9.53,16.33,2375,17.7623,223,2.028,39,0.3547,282,2.5646,524.88,0.047734,AUD0037,HubSpot
CAM0256,26-06-2024,6840,5802,1823,31.42,592,368,6.34,10.2,1038,15.1754,102,1.758,49,0.8445,26,0.4481,173.38,0.029883,AUD0197,Sendgrid
CAM0134,12-01-2024,56639,46232,11228,24.29,8924,3681,7.96,19.3,10407,18.3743,897,1.9402,195,0.4218,1280,2.7686,17602.32,0.380739,AUD0127,Sendgrid
CAM0046,07-06-2024,43958,42584,13655,32.07,2680,1664,3.91,6.29,1374,3.1257,714,1.6767,115,0.2701,1463,3.4356,24746.59,0.581124,AUD0178,Klaviyo
CAM0281,28-12-2024,9675,9400,1712,18.21,1581,702,7.47,16.82,275,2.8424,206,2.1915,125,1.3298,64,0.6809,820.27,0.087263,AUD0085,Sendgrid
CAM0242,12-02-2024,10033,9074,4355,47.99,244,228,2.51,2.69,959,9.5585,74,0.8155,121,1.3335,295,3.251,3909.11,0.430803,AUD0225,Sendgrid
CAM0090,19-11-2024,5370,4610,904,19.61,890,361,7.83,19.31,760,14.1527,41,0.8894,32,0.6941,146,3.167,1202.65,0.260879,AUD0150,HubSpot
CAM0206,01-01-2024,33410,26135,5337,20.42,7480,2524,9.66,28.62,7275,21.7749,540,2.0662,297,1.1364,94,0.3597,338.85,0.012965,AUD0187,Salesforce
CAM0218,21-05-2024,74733,73535,31097,42.29,17619,7128,9.69,23.96,1198,1.603,1085,1.4755,400,0.544,1758,2.3907,17595.86,0.239286,AUD0008,Salesforce
CAM0020,10-03-2024,8739,7313,1474,20.16,1019,501,6.85,13.93,1426,16.3177,174,2.3793,43,0.588,52,0.7111,919.89,0.125788,AUD0162,Mailchimp
CAM0294,18-05-2024,5730,5677,1410,24.84,831,407,7.17,14.64,53,0.925,141,2.4837,71,1.2507,23,0.4051,255.64,0.045031,AUD0218,Klaviyo
CAM0093,28-03-2024,23286,20048,5549,27.68,3408,1219,6.08,17,3238,13.9054,56,0.2793,77,0.3841,147,0.7332,712.44,0.035537,AUD0063,Sendgrid
CAM0086,04-07-2024,13798,11809,6273,53.12,1188,605,5.12,10.06,1989,14.4151,216,1.8291,89,0.7537,42,0.3557,156.63,0.013264,AUD0133,Salesforce
CAM0295,06-04-2024,10604,9444,2134,22.6,239,182,1.93,2.53,1160,10.9393,172,1.8213,115,1.2177,338,3.579,2901.72,0.307255,AUD0023,HubSpot
CAM0044,10-08-2024,22141,20698,6838,33.04,1483,1044,5.04,7.16,1443,6.5173,108,0.5218,259,1.2513,64,0.3092,85.84,0.004147,AUD0241,HubSpot
CAM0289,12-06-2024,75668,68657,10302,15.01,10252,3686,5.37,14.93,7011,9.2655,331,0.4821,177,0.2578,490,0.7137,5181.5,0.075469,AUD0020,Salesforce
CAM0108,14-09-2024,53643,48754,18188,37.31,804,330,0.68,1.65,4889,9.114,976,2.0019,210,0.4307,165,0.3384,1527.81,0.031337,AUD0227,Mailchimp
CAM0185,12-02-2024,65562,57783,19095,33.05,2719,1493,2.58,4.71,7779,11.8651,272,0.4707,507,0.8774,2237,3.8714,28303.93,0.489831,AUD0148,HubSpot
CAM0247,21-06-2024,33976,28433,12981,45.65,2034,1067,3.75,7.15,5543,16.3145,509,1.7902,100,0.3517,134,0.4713,350.69,0.012334,AUD0201,Salesforce
CAM0082,16-02-2024,27022,24113,13331,55.29,4478,1688,7,18.57,2909,10.7653,442,1.833,66,0.2737,170,0.705,2073.38,0.085986,AUD0126,Sendgrid
CAM0145,13-02-2024,70155,62312,8792,14.11,3991,3166,5.08,6.4,7843,11.1795,1140,1.8295,774,1.2421,438,0.7029,6837.17,0.109725,AUD0007,Sendgrid
CAM0166,17-11-2024,11137,9720,2903,29.87,2050,856,8.81,21.09,1417,12.7234,127,1.3066,136,1.3992,50,0.5144,774.45,0.079676,AUD0072,Klaviyo
CAM0133,18-06-2024,46443,42107,19601,46.55,7792,3256,7.73,18.51,4336,9.3362,142,0.3372,88,0.209,216,0.513,1087.34,0.025823,AUD0037,HubSpot
CAM0152,12-02-2024,113097,90253,35299,39.11,7749,5113,5.67,8.59,22844,20.1986,59,0.0654,1009,1.118,273,0.3025,2918.25,0.032334,AUD0044,Salesforce
CAM0299,05-08-2024,34563,27012,11354,42.03,3098,1899,7.03,11.47,7551,21.8471,302,1.118,64,0.2369,961,3.5577,5233.45,0.193745,AUD0139,HubSpot
CAM0190,23-07-2024,70768,61643,16651,27.01,4535,1921,3.12,7.36,9125,12.8942,1403,2.276,385,0.6246,2414,3.9161,23918.2,0.388012,AUD0132,Salesforce
CAM0033,22-04-2024,49024,44131,14631,33.15,9405,4364,9.89,21.31,4893,9.9808,1029,2.3317,266,0.6028,958,2.1708,16616.22,0.37652,AUD0024,HubSpot
CAM0129,21-06-2024,16108,15154,4731,31.22,1432,1082,7.14,9.45,954,5.9225,103,0.6797,91,0.6005,68,0.4487,764.06,0.05042,AUD0035,Salesforce
CAM0181,28-04-2024,7322,5964,3468,58.15,37,32,0.54,0.62,1358,18.5468,28,0.4695,82,1.3749,177,2.9678,309.67,0.051923,AUD0106,Sendgrid
CAM0216,15-11-2024,29567,25419,10083,39.67,5367,1876,7.38,21.11,4148,14.0292,313,1.2314,251,0.9875,654,2.5729,12614.9,0.496278,AUD0044,Mailchimp
CAM0089,25-12-2024,4265,4193,2123,50.63,518,276,6.58,12.35,72,1.6882,27,0.6439,41,0.9778,27,0.6439,164.08,0.039132,AUD0185,Mailchimp
CAM0155,18-09-2024,1601,1518,524,34.52,240,108,7.11,15.81,83,5.1843,30,1.9763,8,0.527,9,0.5929,175.73,0.115764,AUD0026,Mailchimp
CAM0111,18-01-2024,855,850,412,48.47,57,32,3.76,6.71,5,0.5848,15,1.7647,6,0.7059,5,0.5882,9.19,0.010812,AUD0048,HubSpot
CAM0079,19-11-2024,1977,1775,812,45.75,223,103,5.8,12.56,202,10.2175,19,1.0704,21,1.1831,7,0.3944,134.96,0.076034,AUD0074,HubSpot
CAM0025,06-12-2024,30303,29693,11252,37.89,1605,885,2.98,5.41,610,2.013,108,0.3637,34,0.1145,128,0.4311,2427.75,0.081762,AUD0041,Salesforce
CAM0237,24-07-2024,53121,47296,10121,21.4,6862,2653,5.61,14.51,5825,10.9655,372,0.7865,316,0.6681,222,0.4694,2204.63,0.046613,AUD0100,Mailchimp
CAM0225,11-07-2024,16443,15503,8989,57.98,1446,753,4.86,9.33,940,5.7167,276,1.7803,7,0.0452,54,0.3483,98.13,0.00633,AUD0071,Klaviyo
CAM0239,09-12-2024,14942,13829,2759,19.95,1405,483,3.49,10.16,1113,7.4488,217,1.5692,3,0.0217,559,4.0422,2985.63,0.215896,AUD0156,HubSpot
CAM0040,18-10-2024,6595,5709,2679,46.93,451,214,3.75,7.9,886,13.4344,32,0.5605,27,0.4729,136,2.3822,1589.49,0.278418,AUD0209,Klaviyo
CAM0230,03-10-2024,24457,24056,10469,43.52,4393,2199,9.14,18.26,401,1.6396,153,0.636,266,1.1058,999,4.1528,4527.65,0.188213,AUD0170,Sendgrid
CAM0023,01-10-2024,7144,6854,3529,51.49,680,266,3.88,9.92,290,4.0594,27,0.3939,8,0.1167,300,4.377,3032.09,0.442383,AUD0232,HubSpot
CAM0287,26-06-2024,1368,1291,466,36.1,21,11,0.85,1.63,77,5.6287,24,1.859,9,0.6971,57,4.4152,1025.52,0.794361,AUD0159,Klaviyo
CAM0013,26-03-2024,36509,32329,19135,59.19,4641,2974,9.2,14.36,4180,11.4492,227,0.7022,281,0.8692,629,1.9456,10117.95,0.312968,AUD0021,Sendgrid
CAM0107,06-08-2024,16173,15882,1539,9.69,1640,603,3.8,10.33,291,1.7993,371,2.336,109,0.6863,337,2.1219,3573.89,0.225028,AUD0109,Sendgrid
CAM0177,31-10-2024,10843,10064,866,8.6,542,251,2.49,5.39,779,7.1844,101,1.0036,92,0.9141,41,0.4074,459.08,0.045616,AUD0213,Salesforce
CAM0273,29-04-2024,16041,13441,7774,57.84,690,505,3.76,5.13,2600,16.2085,174,1.2945,85,0.6324,85,0.6324,647.62,0.048182,AUD0156,Mailchimp
CAM0229,26-05-2024,3781,3176,551,17.35,118,55,1.73,3.72,605,16.0011,23,0.7242,5,0.1574,80,2.5189,407.86,0.128419,AUD0208,Klaviyo
CAM0007,13-11-2024,28825,27790,5056,18.19,5575,2251,8.1,20.06,1035,3.5906,401,1.443,6,0.0216,136,0.4894,424.62,0.01528,AUD0202,Sendgrid
CAM0077,31-01-2024,68265,61083,14915,24.42,4699,3129,5.12,7.69,7182,10.5208,1577,2.5817,49,0.0802,210,0.3438,773.88,0.012669,AUD0103,Mailchimp
CAM0284,29-06-2024,28741,27446,8996,32.78,3379,1779,6.48,12.31,1295,4.5058,284,1.0348,150,0.5465,151,0.5502,2819.32,0.102722,AUD0160,Mailchimp
CAM0232,13-08-2024,34279,29273,8609,29.41,2646,1122,3.83,9.04,5006,14.6037,537,1.8345,254,0.8677,1040,3.5528,11439.53,0.390788,AUD0231,Klaviyo
CAM0103,28-03-2024,19152,16400,7052,43,2079,841,5.13,12.68,2752,14.3693,438,2.6707,94,0.5732,422,2.5732,5409.36,0.329839,AUD0017,Sendgrid
CAM0020,15-10-2024,19485,18835,7780,41.31,3235,1755,9.32,17.18,650,3.3359,349,1.8529,115,0.6106,133,0.7061,271.68,0.014424,AUD0010,Mailchimp
CAM0215,28-06-2024,45539,37754,9241,24.48,1892,1233,3.27,5.01,7785,17.0952,736,1.9495,156,0.4132,188,0.498,3257.05,0.08627,AUD0205,Salesforce
CAM0236,17-09-2024,24300,22861,8021,35.09,1457,1092,4.78,6.37,1439,5.9218,587,2.5677,44,0.1925,556,2.4321,3006.36,0.131506,AUD0179,Sendgrid
CAM0067,23-03-2024,46420,43690,8279,18.95,2222,1866,4.27,5.09,2730,5.8811,1229,2.813,312,0.7141,849,1.9432,13187.69,0.301847,AUD0223,Salesforce
CAM0112,31-08-2024,69179,65337,8055,12.33,2562,1955,2.99,3.92,3842,5.5537,1294,1.9805,868,1.3285,1721,2.634,9163,0.140242,AUD0211,Klaviyo
CAM0179,10-07-2024,19123,16737,2439,14.57,1235,921,5.5,7.38,2386,12.4771,25,0.1494,90,0.5377,119,0.711,2064.97,0.123378,AUD0071,Klaviyo
CAM0004,24-02-2024,31117,30794,11119,36.11,1795,950,3.09,5.83,323,1.038,896,2.9097,323,1.0489,116,0.3767,1409.74,0.04578,AUD0139,Mailchimp
CAM0122,15-04-2024,14753,13167,5432,41.25,767,453,3.44,5.83,1586,10.7504,216,1.6405,159,1.2076,65,0.4937,496.13,0.03768,AUD0001,Salesforce
CAM0048,30-01-2024,17526,14257,1218,8.54,1962,780,5.47,13.76,3269,18.6523,64,0.4489,62,0.4349,462,3.2405,6427.12,0.450805,AUD0122,Salesforce
CAM0207,03-07-2024,8559,8418,2761,32.8,91,49,0.58,1.08,141,1.6474,76,0.9028,29,0.3445,25,0.297,194.65,0.023123,AUD0153,Sendgrid
CAM0287,24-05-2024,54467,52814,16229,30.73,3686,1517,2.87,6.98,1653,3.0349,1032,1.954,657,1.244,1265,2.3952,2586.41,0.048972,AUD0182,Klaviyo
CAM0185,17-07-2024,82462,68567,32744,47.75,16396,6270,9.14,23.91,13895,16.8502,1419,2.0695,297,0.4332,2609,3.805,42453.04,0.619147,AUD0066,HubSpot
CAM0149,15-01-2024,54620,44811,5180,11.56,982,805,1.8,2.19,9809,17.9586,624,1.3925,306,0.6829,275,0.6137,2775.83,0.061945,AUD0099,Salesforce
CAM0124,28-10-2024,21513,16869,1784,10.58,1290,941,5.58,7.65,4644,21.5869,59,0.3498,69,0.409,104,0.6165,1526.57,0.090496,AUD0092,Sendgrid
CAM0133,01-04-2024,2407,1924,168,8.73,90,49,2.55,4.68,483,20.0665,45,2.3389,14,0.7277,8,0.4158,112.72,0.058586,AUD0190,HubSpot
CAM0090,27-12-2024,4659,3964,2055,51.84,420,378,9.54,10.6,695,14.9174,92,2.3209,4,0.1009,121,3.0525,513.98,0.129662,AUD0246,HubSpot
CAM0123,02-10-2024,33278,31804,16242,51.07,1336,527,1.66,4.2,1474,4.4294,249,0.7829,368,1.1571,158,0.4968,2351.6,0.07394,AUD0222,Salesforce
CAM0178,24-08-2024,4892,4025,1861,46.24,130,56,1.39,3.23,867,17.7228,26,0.646,23,0.5714,29,0.7205,543.93,0.135138,AUD0111,HubSpot
CAM0146,11-09-2024,10894,9970,1016,10.19,1913,937,9.4,19.19,924,8.4817,79,0.7924,95,0.9529,232,2.327,4131.14,0.414357,AUD0088,Klaviyo
CAM0004,28-06-2024,87885,72665,10080,13.87,7803,4732,6.51,10.74,15220,17.3181,395,0.5436,306,0.4211,257,0.3537,4083.29,0.056193,AUD0151,Mailchimp
CAM0197,30-07-2024,792,782,298,38.11,130,55,7.03,16.62,10,1.2626,3,0.3836,9,1.1509,3,0.3836,30.75,0.039322,AUD0232,HubSpot
CAM0084,12-06-2024,846,829,496,59.83,59,53,6.39,7.12,17,2.0095,16,1.93,8,0.965,32,3.8601,94.52,0.114017,AUD0154,Mailchimp
CAM0023,04-07-2024,30997,26288,9735,37.03,2950,1741,6.62,11.22,4709,15.1918,704,2.678,289,1.0994,488,1.8564,3838.85,0.146031,AUD0075,HubSpot
CAM0059,19-01-2024,24237,19606,10730,54.73,1876,1001,5.11,9.57,4631,19.1072,180,0.9181,205,1.0456,75,0.3825,310.44,0.015834,AUD0113,Klaviyo
CAM0096,20-01-2024,46069,39139,12664,32.36,7517,3421,8.74,19.21,6930,15.0427,1013,2.5882,97,0.2478,1265,3.2321,11717.68,0.299386,AUD0112,HubSpot
CAM0298,25-05-2024,35017,31390,9923,31.61,4969,2470,7.87,15.83,3627,10.3578,695,2.2141,416,1.3253,181,0.5766,1375.5,0.04382,AUD0157,Mailchimp
CAM0072,26-08-2024,81790,67995,30932,45.49,9541,4592,6.75,14.03,13795,16.8664,811,1.1927,537,0.7898,2137,3.1429,24048.99,0.353688,AUD0183,Sendgrid
CAM0092,18-06-2024,20588,17311,5073,29.31,734,616,3.56,4.24,3277,15.917,345,1.993,13,0.0751,124,0.7163,493.95,0.028534,AUD0137,HubSpot
CAM0047,21-06-2024,516,424,140,33.02,12,6,1.42,2.83,92,17.8295,10,2.3585,4,0.9434,13,3.066,184.28,0.434623,AUD0060,Salesforce
CAM0163,22-12-2024,34046,26915,5242,19.48,2021,1970,7.32,7.51,7131,20.9452,744,2.7643,265,0.9846,193,0.7171,3228.02,0.119934,AUD0182,Klaviyo
CAM0200,29-01-2024,61849,58893,6570,11.16,9826,3416,5.8,16.68,2956,4.7794,752,1.2769,329,0.5586,2186,3.7118,36202.43,0.614715,AUD0079,Sendgrid
CAM0011,29-08-2024,35340,31584,14586,46.18,3075,2661,8.43,9.74,3756,10.6282,216,0.6839,247,0.782,654,2.0707,3273.17,0.103634,AUD0217,Salesforce
CAM0137,22-09-2024,25753,21136,7474,35.36,1361,605,2.86,6.44,4617,17.928,122,0.5772,238,1.126,617,2.9192,1577.99,0.074659,AUD0105,HubSpot
CAM0217,04-03-2024,84205,76118,32786,43.07,10123,5460,7.17,13.3,8087,9.6039,271,0.356,906,1.1903,2500,3.2844,25853.77,0.339654,AUD0037,Sendgrid
CAM0124,20-10-2024,10866,9722,3810,39.19,2552,910,9.36,26.25,1144,10.5283,162,1.6663,145,1.4915,66,0.6789,563.69,0.057981,AUD0068,Sendgrid
CAM0125,09-06-2024,56938,54525,13532,24.82,3176,1519,2.79,5.82,2413,4.2379,630,1.1554,452,0.829,346,0.6346,2601.98,0.047721,AUD0070,Sendgrid
CAM0281,24-07-2024,7912,6932,1985,28.64,1518,512,7.39,21.9,980,12.3862,125,1.8032,54,0.779,51,0.7357,325.68,0.046982,AUD0074,Sendgrid
CAM0190,02-06-2024,10341,10254,1965,19.16,910,358,3.49,8.87,87,0.8413,290,2.8282,126,1.2288,439,4.2813,4596.24,0.448239,AUD0114,Salesforce
CAM0052,07-09-2024,20778,16628,5310,31.93,503,329,1.98,3.03,4150,19.973,444,2.6702,63,0.3789,414,2.4898,2631.34,0.158248,AUD0152,Klaviyo
CAM0241,24-10-2024,75274,65184,36326,55.73,11922,4872,7.47,18.29,10090,13.4044,1557,2.3886,174,0.2669,2626,4.0286,36625.1,0.561873,AUD0147,Klaviyo
CAM0266,23-01-2024,76027,72696,9420,12.96,5156,4798,6.6,7.09,3331,4.3813,1769,2.4334,420,0.5777,2839,3.9053,52454.77,0.721563,AUD0218,HubSpot
CAM0283,23-08-2024,44329,37892,19132,50.49,4617,1688,4.45,12.18,6437,14.521,991,2.6153,131,0.3457,1349,3.5601,16518.35,0.435932,AUD0056,HubSpot
CAM0076,03-01-2024,1998,1830,747,40.82,36,18,0.98,1.97,168,8.4084,18,0.9836,15,0.8197,8,0.4372,112.85,0.061667,AUD0145,HubSpot
CAM0232,28-07-2024,20579,16275,7493,46.04,1301,688,4.23,7.99,4304,20.9145,293,1.8003,124,0.7619,390,2.3963,2398.8,0.147392,AUD0073,Klaviyo
CAM0268,25-05-2024,13421,10895,2776,25.48,1359,546,5.01,12.47,2526,18.8213,181,1.6613,43,0.3947,313,2.8729,2808.42,0.257771,AUD0232,Sendgrid
CAM0187,17-10-2024,9044,8536,2817,33,363,203,2.38,4.25,508,5.617,148,1.7338,72,0.8435,63,0.7381,675.54,0.07914,AUD0036,Sendgrid
CAM0054,04-05-2024,32260,25659,12416,48.39,2609,916,3.57,10.17,6601,20.4619,80,0.3118,259,1.0094,125,0.4872,911.5,0.035524,AUD0097,Klaviyo
CAM0048,15-06-2024,42539,36331,15288,42.08,3798,2838,7.81,10.45,6208,14.5937,392,1.079,448,1.2331,1441,3.9663,18231.61,0.50182,AUD0147,Salesforce
CAM0214,27-02-2024,29366,23188,11720,50.54,969,555,2.39,4.18,6178,21.0379,529,2.2814,296,1.2765,487,2.1002,761.42,0.032837,AUD0036,Klaviyo
